taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence
Anolis_leucodera,9.464,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis leucodera,99.0
Anolis_limifrons,2.816,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis limifrons,99.0
Anolis_limon,11.306,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis limon,99.0
Anolis_lineatopus,8.089,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lineatopus,99.0
Anolis_lineatus,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lineatus,99.0
Anolis_liogaster,6.013,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis liogaster,99.0
Anolis_lionotus,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lionotus,99.0
Anolis_litoralis,2.371,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis litoralis,99.0
Anolis_lividus,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lividus,99.0
Anolis_longiceps,11.801,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis longiceps,99.0
Anolis_longitibialis,7.767,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis longitibialis,99.0
Anolis_lososi,4.862,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lososi,99.0
Anolis_loveridgei,33.226,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis loveridgei,99.0
Anolis_loysiana,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis loysiana,99.0
Anolis_luciae,15.47,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis luciae,99.0
Anolis_lucius,7.15,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lucius,99.0
Anolis_luteogularis,137.025,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis luteogularis,99.0
Anolis_luteosignifer,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis luteosignifer,99.0
Anolis_lynchi,4.956,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lynchi,99.0
Anolis_lyra,9.356,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lyra,99.0
Anolis_macilentus,1.482,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis macilentus,99.0
Anolis_macrinii,18.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis macrinii,99.0
Anolis_macrolepis,5.003,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis macrolepis,99.0
Anolis_macrophallus,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis macrophallus,99.0
Anolis_maculigula,24.914,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis maculigula,99.0
Anolis_maculiventris,2.657,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis maculiventris,99.0
Anolis_magnaphallus,4.302,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis magnaphallus,99.0
Anolis_maia,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis maia,99.0
Anolis_marcanoi,5.749,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis marcanoi,99.0
Anolis_mariarum,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis mariarum,99.0
Anolis_marmoratus,12.658,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis marmoratus,99.0
Anolis_marron,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis marron,99.0
Anolis_marsupialis,2.414,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis marsupialis,99.0
Anolis_matudai,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis matudai,99.0
Anolis_maynardi,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis maynardii,96.0
Anolis_mccraniei,3.424,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis mccraniei,99.0
Anolis_medemi,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis medemi,99.0
Anolis_megalopithecus,12.789,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis megalopithecus,99.0
Anolis_megapholidotus,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis megapholidotus,99.0
Anolis_menta,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis menta,99.0
Anolis_meridionalis,4.281,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis meridionalis,99.0
Anolis_mestrei,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis mestrei,99.0
Anolis_microlepidotus,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis microlepidotus,99.0
Anolis_microlepis,1.378,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis microlepis,99.0
Anolis_microtus,27.755,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis microtus,99.0
Anolis_milleri,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis milleri,99.0
Anolis_mirus,23.569,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis mirus,99.0
Anolis_monensis,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis monensis,99.0
Anolis_monteverde,2.688,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis monteverde,99.0
Anolis_monticola,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis monticola,99.0
Anolis_morazani,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis morazani,99.0
Anolis_muralla,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis muralla,99.0
Anolis_nasofrontalis,3.536,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nasofrontalis,99.0
Anolis_naufragus,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis naufragus,99.0
Anolis_neblininus,5.493,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis neblininus,99.0
Anolis_nebuloides,3.612,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nebuloides,99.0
Anolis_nebulosus,4.389,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nebulosus,99.0
Anolis_nelsoni,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nelsoni,99.0
Anolis_nicefori,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nicefori,99.0
Anolis_nietoi,2.657,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nietoi,99.0
Anolis_nigrolineatus,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nigrolineatus,99.0
Anolis_noblei,134.925,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis noblei,99.0
Anolis_notopholis,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis notopholis,99.0
Anolis_nubilus,10.984,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis nubilus,99.0
Anolis_occultus,1.591,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis occultus,99.0
Anolis_ocelloscapularis,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ocelloscapularis,99.0
Anolis_oculatus,19.239,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis oculatus,99.0
Anolis_oligaspis,1.824,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis oligaspis,99.0
Anolis_olssoni,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis olssoni,99.0
Anolis_omiltemanus,2.356,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis omiltemanus,99.0
Anolis_onca,12.658,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis onca,99.0
Anolis_opalinus,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis opalinus,99.0
Anolis_ophiolepis,1.358,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ophiolepis,99.0
Anolis_oporinus,2.173,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis oporinus,99.0
Anolis_orcesi,6.285,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis orcesi,99.0
Anolis_ordinatus,3.2,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sagrei,98.0
Anolis_ortonii,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ortonii,99.0
Anolis_osa,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis osa,99.0
Anolis_otongae,6.313,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis otongae,99.0
Anolis_oxylophus,12.658,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis oxylophus,99.0
Anolis_pachypus,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pachypus,99.0
Anolis_paravertebralis,2.657,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis paravertebralis,99.0
Anolis_parilis,10.984,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis parilis,99.0
Anolis_parvauritus,17.287,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis parvauritus,99.0
Anolis_parvicirculatus,3.033,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis parvicirculatus,99.0
Anolis_paternus,2.657,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis paternus,99.0
Anolis_pecuarius,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pecuarius,99.0
Anolis_pentaprion,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pentaprion,99.0
Anolis_peraccae,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis peraccae,99.0
Anolis_peruensis,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis peruensis,99.0
Anolis_petersii,54.943,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis petersii,99.0
Anolis_peucephilus,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis peucephilus,99.0
Anolis_peynadoi,8.931,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis peynadoi,99.0
Anolis_philopunctatus,8.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis punctatus,98.0
Anolis_phyllorhinus,13.554,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis phyllorhinus,99.0
Anolis_pigmaequestris,54.943,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pigmaequestris,99.0
Anolis_pijolense,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pijolense,99.0
Anolis_pinchoti,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pinchoti,99.0
Anolis_placidus,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis placidus,99.0
Anolis_planiceps,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis planiceps,99.0
Anolis_podocarpus,18.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis podocarpus,99.0
Anolis_poecilopus,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis poecilopus,99.0
Anolis_poei,4.61,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis poei,99.0
Anolis_pogus,4.112,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pogus,99.0
Anolis_polylepis,4.41,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis polylepis,99.0
Anolis_poncensis,2.356,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis poncensis,99.0
Anolis_porcatus,17.612,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis porcatus,99.0
Anolis_porcus,100.676,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis porcus,99.0
Anolis_prasinorius,1.949,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis prasinorius,99.0
Anolis_princeps,38.446,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis princeps,99.0
Anolis_proboscis,12.054,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis proboscis,99.0
Anolis_properus,3.332,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis properus,99.0
Anolis_pseudokemptoni,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pseudokemptoni,99.0
Anolis_pseudopachypus,2.356,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pseudopachypus,99.0
Anolis_pseudotigrinus,5.96,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pseudotigrinus,99.0
Anolis_pulchellus,2.865,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pulchellus,99.0
Anolis_pumilus,1.299,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pumilus,99.0
Anolis_punctatus,15.976,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis punctatus,97.0
Anolis_purpurescens,39.365,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis purpurescens,99.0
Anolis_purpurgularis,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis purpurgularis,99.0
Anolis_purpuronectes,15.823,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis purpuronectes,99.0
Anolis_pygmaeus,0.93,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis pygmaeus,99.0
Anolis_quadriocellifer,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis quadriocellifer,99.0
Anolis_quaggulus,1.788,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis quaggulus,99.0
Anolis_quercorum,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis quercorum,99.0
Anolis_radulinus,1.9,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis radulinus,99.0
Anolis_ravitergum,3.708,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ravitergum,99.0
Anolis_reconditus,20.417,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis reconditus,99.0
Anolis_rejectus,1.096,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rejectus,99.0
Anolis_rhombifer,3.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis lemurinus,98.0
Anolis_richardii,54.943,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis richardii,99.0
Anolis_ricordi,67.0,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ricordii,96.0
Anolis_ricordii,134.925,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ricordii,99.0
Anolis_rimarum,1.949,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rimarum,99.0
Anolis_rivalis,5.493,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rivalis,99.0
Anolis_roatanensis,5.749,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis roatanensis,99.0
Anolis_rodriguezi,1.57,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rodriguezii,95.0
Anolis_rodriguezii,2.657,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rodriguezii,99.0
Anolis_roosevelti,84.41,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis roosevelti,99.0
Anolis_roquet,13.101,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis roquet,98.0
Anolis_rubiginosus,3.631,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rubiginosus,99.0
Anolis_rubribarbaris,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rubribarbaris,99.0
Anolis_rubribarbus,5.986,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rubribarbus,99.0
Anolis_ruibali,1.053,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ruibali,99.0
Anolis_ruizii,4.112,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ruizii,99.0
Anolis_rupinae,3.906,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis rupinae,99.0
Anolis_sabanus,6.853,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sabanus,99.0
Anolis_sacamecatensis,1.824,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sacamecatensis,99.0
Anolis_sagrei,8.759,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sagrei,98.0
Anolis_salvini,6.013,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis salvini,99.0
Anolis_santamartae,3.517,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis santamartae,99.0
Anolis_savagei,56.222,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis savagei,99.0
Anolis_scapularis,1.705,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis fuscoauratus,98.0
Anolis_schiedii,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis schiedii,99.0
Anolis_schwartzi,2.504,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis schwartzi,99.0
Anolis_scriptus,9.107,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis scriptus,99.0
Anolis_scypheus,13.101,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis scypheus,99.0
Anolis_semilineatus,2.215,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis semilineatus,99.0
Anolis_sericeus,3.154,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sericeus,99.0
Anolis_serranoi,12.658,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis serranoi,99.0
Anolis_sheplani,1.482,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sheplani,99.0
Anolis_shrevei,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis shrevei,99.0
Anolis_sierramaestrae,85.952,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sierramaestrae,99.0
Anolis_singularis,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis singularis,99.0
Anolis_smallwoodi,134.925,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis smallwoodi,99.0
Anolis_smaragdinus,5.518,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis smaragdinus,99.0
Anolis_sminthus,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sminthus,99.0
Anolis_soinii,11.388,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis soinii,99.0
Anolis_solitarius,2.982,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis solitarius,99.0
Anolis_spectrum,1.602,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis spectrum,99.0
Anolis_spilorhipis,4.769,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis spilorhipis,99.0
Anolis_squamulatus,39.365,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis squamulatus,99.0
Anolis_stevepoei,2.736,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis stevepoei,99.0
Anolis_strahmi,10.205,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis strahmi,99.0
Anolis_stratulus,4.769,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis stratulus,99.0
Anolis_subocularis,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis subocularis,99.0
Anolis_sulcifrons,5.493,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis sulcifrons,99.0
Anolis_tandai,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tandai,99.0
Anolis_taylori,9.83,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis taylori,99.0
Anolis_tenorioensis,1.949,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tenorioensis,99.0
Anolis_terraealtae,10.59,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis terraealtae,99.0
Anolis_terueli,1.378,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis terueli,99.0
Anolis_tetarii,13.101,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tetarii,99.0
Anolis_tigrinus,4.112,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tigrinus,99.0
Anolis_toldo,4.815,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis toldo,99.0
Anolis_tolimensis,4.543,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tolimensis,99.0
Anolis_townsendi,6.853,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis townsendi,99.0
Anolis_trachyderma,4.769,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis trachyderma,99.0
Anolis_transversalis,19.239,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis transversalis,99.0
Anolis_trinitatis,8.419,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis trinitatis,99.0
Anolis_triumphalis,3.424,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis triumphalis,99.0
Anolis_tropidogaster,5.244,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tropidogaster,99.0
Anolis_tropidolepis,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tropidolepis,99.0
Anolis_tropidonotus,5.749,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis tropidonotus,99.0
Anolis_umbrivagus,2.079,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis umbrivagus,99.0
Anolis_uniformis,1.482,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis uniformis,99.0
Anolis_unilobatus,2.736,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis unilobatus,99.0
Anolis_urraoi,2.187,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis urraoi,99.0
Anolis_ustus,2.489,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis ustus,99.0
Anolis_utilensis,4.324,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis utilensis,99.0
Anolis_valencienni,13.101,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis valencienni,99.0
Anolis_vanidicus,1.279,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Dactyloidae,Anolis,Anolis vanidicus,99.0
